Panel number,Suggested probability,agent 1,agent 2,agent 3,agent 4,agent 5,agent 6,agent 7,agent 8,agent 9,agent 10,agent 11,agent 12,agent 13,agent 14,agent 15,agent 16,agent 17,agent 18,agent 19,agent 20,agent 21,agent 22,agent 23,agent 24,agent 25,agent 26,agent 27,agent 28,agent 29,agent 30,agent 31,agent 32,agent 33,agent 34,agent 35
819,0.0016030746288662775,"102","133","153","197","211","233","268","286","326","342","364","365","388","399","413","421","435","441","443","464","504","526","541","559","596","612","661","667","668","713","725","753","788","900","906"
820,0.0007873369405851845,"106","148","152","169","179","203","308","32","36","37","387","420","435","443","607","621","663","671","674","677","683","702","75","816","820","85","867","900","902","906","91","922","967","978","995"
821,0.0007128506136775093,"131","152","179","186","195","258","266","287","322","363","387","419","420","434","435","443","516","530","538","562","572","592","604","617","702","85","884","888","892","894","899","900","903","906","995"
822,0.0014056193673948334,"161","170","183","194","231","233","247","274","289","290","368","413","423","430","435","464","482","491","493","504","565","68","693","698","706","755","778","802","804","863","883","935","936","973","997"
823,0.0006984856893002063,"106","118","120","134","140","201","235","261","286","29","32","353","356","36","435","443","514","522","546","587","613","671","71","75","778","78","797","832","900","906","908","91","937","951","962"
824,0.00012975615513992816,"113","120","134","15","152","158","173","186","195","258","262","358","435","443","456","488","521","546","59","592","603","654","667","668","677","694","697","700","739","779","82","823","829","906","91"
825,0.00017279915677182546,"108","129","135","175","422","426","435","443","447","461","462","464","469","473","481","485","493","541","583","61","660","670","678","690","691","705","713","75","836","845","900","906","941","947","949"
826,0.0031529350244112212,"111","173","233","261","274","281","302","316","330","338","353","357","358","380","386","399","435","443","488","545","591","645","673","73","746","747","779","898","900","906","93","931","938","950","958"
827,0.0011799851499604897,"11","113","126","130","139","152","208","217","221","26","263","32","383","425","435","443","560","563","566","59","591","635","663","699","722","728","749","752","754","855","900","906","922","931","958"
828,0.0020529499075761615,"10","120","134","152","169","173","28","387","43","434","435","443","458","482","492","500","534","597","63","7","705","707","713","774","824","856","902","906","932","940","942","959","973","989","992"
829,0.0012393160957634864,"106","113","120","134","152","158","173","195","277","278","340","42","435","443","470","478","486","490","502","529","542","550","555","59","639","650","724","75","76","845","846","906","91","925","955"
830,0.0006174437468851396,"106","120","134","168","183","194","201","239","268","274","293","32","330","366","399","435","437","443","448","47","505","522","528","53","55","610","706","710","75","789","883","900","906","91","980"
831,0.0008954798440259152,"113","16","173","233","237","259","284","294","333","344","357","397","427","435","443","474","533","553","591","60","67","678","705","741","759","767","771","777","782","793","800","900","906","91","932"
832,0.0015896396685690791,"106","12","120","134","158","195","23","231","319","32","373","414","435","443","557","570","578","580","586","652","653","686","689","711","715","723","729","744","75","766","82","900","906","922","999"
833,0.0006439959208769736,"106","117","122","231","234","276","278","312","367","392","411","435","443","535","539","557","570","579","590","605","722","762","766","815","82","872","887","900","901","906","925","96","967","995","999"
834,0.0013753056401711232,"106","120","123","134","150","152","155","157","238","302","314","317","318","331","333","337","393","435","443","467","485","500","536","545","680","684","705","707","749","75","765","900","906","91","941"
835,0.0007857830572396541,"13","136","171","178","242","32","40","413","416","435","443","46","475","493","504","523","591","609","648","709","720","721","778","81","84","858","874","879","900","906","951","98","99","994","996"
836,2.5803882867852283e-13,"103","113","16","197","270","278","360","368","435","443","464","474","482","492","515","535","54","541","571","603","614","620","650","7","750","762","825","827","833","842","900","906","948","961","990"
837,0.0001178117552506381,"11","152","176","195","206","208","371","384","410","434","435","443","451","490","499","569","584","59","595","624","669","682","728","740","742","750","846","853","864","894","900","906","907","922","991"
838,0.0010170798405463026,"123","152","158","195","234","254","304","320","330","361","386","387","434","435","443","47","479","501","524","552","571","589","594","599","621","625","662","689","8","870","9","900","906","928","93"
839,0.0010007113983172464,"116","120","144","181","287","373","435","443","484","494","564","578","580","586","591","64","693","708","716","722","723","729","744","778","862","870","900","906","921","928","935","936","951","965","999"
840,0.00040774002478405753,"103","109","152","16","167","186","205","208","219","274","304","313","32","331","343","368","392","401","412","435","443","484","533","562","582","59","590","60","637","652","75","760","900","906","91"
841,0.0005272126765123805,"106","123","152","159","183","194","20","216","218","231","235","238","289","293","32","347","369","376","435","443","540","574","589","675","705","706","75","753","770","797","883","906","91","968","991"
842,0.00099662546327087,"139","145","147","186","237","252","258","293","332","362","363","412","432","435","443","482","499","51","549","600","639","651","702","724","761","801","846","863","90","900","906","920","967","991","995"
843,0.0016428793579087628,"134","152","158","173","186","195","208","223","227","228","252","258","349","359","362","374","383","396","419","435","440","443","445","457","506","59","594","599","600","640","668","90","900","906","934"
844,0.004332791795199011,"108","13","213","219","253","340","348","363","413","42","435","441","443","489","499","592","619","621","650","677","707","745","751","775","791","803","814","821","822","900","906","924","928","988","991"
845,0.0017508302446408483,"120","134","141","170","247","32","357","377","396","398","399","405","423","435","491","500","54","574","575","591","622","68","748","802","857","870","91","931","958","970","973","976","977","980","996"
846,0.0006877854828422802,"106","160","178","186","220","222","232","235","247","32","423","432","435","436","443","473","482","526","528","532","554","56","631","701","719","725","75","797","819","825","827","834","900","906","91"
847,0.0005102620526824164,"106","120","179","32","323","327","328","355","368","435","443","452","461","469","5","516","543","554","616","659","660","670","672","701","713","726","727","75","757","85","900","906","908","91","962"
848,0.0017941097289158486,"152","173","186","199","243","254","256","257","258","310","320","332","363","387","391","435","443","463","479","489","518","524","549","552","584","702","803","806","808","842","900","906","924","967","995"
